City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
267,hasaki,0,JP,1524870000,55,35.73,140.83,64.4,3.36
268,upernavik,88,GL,1524872407,88,72.79,-56.15,32.55,18.37
269,san andres,68,PH,1524872407,100,13.32,122.68,82.15,9.19
270,cherskiy,44,RU,1524872407,89,68.75,161.3,21.67,3.71
271,lamar,1,US,1524869580,14,38.09,-102.62,77.0,9.75
272,umm kaddadah,0,SD,1524872407,19,13.6,26.69,69.27,10.2
273,kondagaon,0,IN,1524872407,60,19.59,81.66,72.87,12.21
274,yanliang,0,CN,1524870000,67,34.66,109.22,60.8,6.71
275,guerrero negro,0,MX,1524872408,71,27.97,-114.04,64.77,17.81
276,nawalgarh,0,IN,1524872408,89,27.85,75.27,67.12,5.61
277,chama,24,ZM,1524872408,89,-11.22,33.16,63.7,7.29
278,saint george,0,GR,1524869400,76,39.45,22.34,55.4,4.7
279,waipawa,64,NZ,1524872408,68,-39.94,176.59,62.62,15.01
280,kaduy,0,RU,1524872409,96,59.2,37.15,36.15,5.61
281,kahama,68,TZ,1524872409,90,-3.83,32.6,63.7,2.93
282,port blair,64,IN,1524872409,100,11.67,92.75,81.42,2.48
283,leshukonskoye,24,RU,1524872409,84,64.9,45.76,26.97,1.92
284,encruzilhada do sul,44,BR,1524872409,86,-30.54,-52.52,71.8,3.71
285,namibe,0,AO,1524872409,100,-15.19,12.15,78.55,10.76
286,bethel,90,US,1524870120,86,60.79,-161.76,33.8,13.87
287,hamilton,90,BM,1524869700,88,32.3,-64.78,71.6,14.99
288,lazaro cardenas,90,MX,1524869340,28,28.39,-105.62,68.0,6.96
289,choya,92,RU,1524872410,100,52.01,86.55,37.32,2.93
290,galle,1,US,1524869760,36,29.74,-97.91,78.8,3.36
291,boyuibe,90,BO,1524870000,88,-20.43,-63.28,77.0,10.2
292,varnamo,80,SE,1524869400,87,57.19,14.04,42.8,6.93
293,kedgwick,92,CA,1524872411,90,47.65,-67.35,39.57,5.06
294,poum,0,MK,1524872411,90,41.28,20.71,47.77,1.7
295,la romana,75,DO,1524870000,74,18.43,-68.97,80.6,13.87
296,maine-soroa,0,NE,1524872411,51,13.21,12.02,72.25,2.48
297,rawlins,1,US,1524870900,11,41.79,-107.24,68.0,6.93
298,shetpe,44,KZ,1524872411,41,44.14,52.16,63.7,11.65
299,lar,0,IR,1524870000,43,27.66,54.32,71.6,6.93
300,okhotsk,44,RU,1524872412,62,59.36,143.24,35.35,8.19
301,kawalu,0,ID,1524872412,90,-7.38,108.21,67.02,1.81
302,angoche,24,MZ,1524872412,100,-16.23,39.91,81.25,11.54
303,clyde river,0,CA,1524872412,76,70.47,-68.59,2.05,6.73
304,praia,0,BR,1524870000,64,-20.25,-43.81,71.6,5.82
305,klyuchi,92,RU,1524872413,98,52.25,79.17,46.5,12.21
306,maracaibo,75,CO,1524870000,88,3.41,-75.78,73.4,5.82
307,rundu,0,NA,1524872413,61,-17.91,19.77,54.07,3.15
308,manyana,90,AU,1524870600,100,-35.26,150.51,57.2,6.93
309,sao joao da barra,0,BR,1524870000,83,-21.64,-41.05,73.4,3.36
310,juneau,90,US,1524869760,61,58.3,-134.42,50.0,4.7
311,corner brook,75,CA,1524870000,81,48.95,-57.95,44.6,2.24
312,port shepstone,12,ZA,1524872413,84,-30.74,30.45,72.25,17.13
313,kaduna,48,NG,1524872414,92,10.52,7.44,72.7,6.85
314,san isidro,48,PH,1524872415,96,16.74,121.63,76.39,3.94
315,sassandra,0,CI,1524872415,97,4.95,-6.09,81.87,13.56
316,buala,92,SB,1524872415,86,-8.15,159.59,84.4,2.26
317,damavand,40,IR,1524870000,24,35.72,52.07,71.6,4.7
318,dawson creek,1,CA,1524870000,28,55.76,-120.23,73.4,9.17
319,bilma,20,NE,1524872416,17,18.69,12.92,72.7,8.19
320,ranong,0,TH,1524870000,100,9.96,98.62,77.0,7.4
321,bossangoa,80,CF,1524872416,93,6.5,17.45,71.17,7.96
322,marienburg,0,DE,1524869400,75,52.12,9.98,51.8,6.93
323,kokoda,64,PG,1524872416,90,-8.88,147.74,70.09,1.59
324,lincoln,90,GB,1524869400,100,53.23,-0.54,44.6,12.75
325,nantucket,90,US,1524870900,100,41.28,-70.1,55.4,16.11
326,araouane,0,ML,1524872417,20,18.9,-3.53,74.67,8.41
327,san luis,0,AR,1524872417,42,-33.3,-66.34,64.6,17.13
328,agadez,0,NE,1524872418,28,16.97,7.99,73.6,3.38
329,launceston,8,AU,1524870000,81,-41.43,147.14,46.4,3.36
330,nemuro,0,JP,1524872418,95,43.32,145.57,38.95,15.12
331,brokopondo,75,SR,1524870000,88,5.06,-54.98,77.0,3.36
332,codrington,92,AU,1524872418,92,-28.95,153.24,64.15,6.17
333,salalah,40,OM,1524869400,83,17.01,54.1,82.4,2.24
334,fayaoue,100,NC,1524872418,100,-20.65,166.53,73.69,3.15
335,aklavik,40,CA,1524870000,100,68.22,-135.01,35.6,5.82
336,huntington beach,1,US,1524869760,59,33.68,-118.0,77.0,5.82
337,pangnirtung,56,CA,1524872419,71,66.15,-65.72,6.37,8.41
338,vedea,32,RO,1524872419,78,44.78,24.62,56.85,6.85
339,rawson,0,AR,1524872419,24,-43.3,-65.11,58.2,17.02
340,kodinsk,8,RU,1524872419,67,58.6,99.18,35.89,3.71
341,narsaq,92,GL,1524869400,60,60.91,-46.05,39.2,2.24
342,kalawit,0,PH,1524872419,94,7.91,122.53,80.35,3.83
343,tautira,20,PF,1524870000,66,-17.73,-149.15,86.0,19.46
344,cartagena del chaira,36,CO,1524872420,82,1.33,-74.84,78.9,0.36
345,moshenskoye,100,RU,1524872420,96,58.52,34.59,35.52,4.94
346,saint-francois,0,FR,1524870000,62,46.42,3.91,55.4,10.29
347,luwuk,80,ID,1524872420,100,-0.95,122.79,78.55,4.27
348,arroyo,90,US,1524869640,71,41.39,-78.88,62.6,18.34
349,padang,76,ID,1524872421,100,-0.92,100.36,82.69,3.04
350,antipino,0,RU,1524870000,80,57.11,65.76,35.6,6.71
351,fortuna foothills,1,US,1524869820,11,32.66,-114.41,96.8,5.82
352,visnes,92,NO,1524869400,87,59.36,5.22,42.8,8.05
353,alcantara,100,PH,1524872421,96,9.97,123.41,81.25,7.74
354,abu kamal,92,SY,1524872421,100,34.45,40.92,60.1,3.94
355,caconda,0,AO,1524872421,66,-13.73,15.06,55.05,4.5
356,pangody,76,RU,1524872421,89,65.85,74.49,30.94,13.22
357,namatanai,76,PG,1524872422,98,-3.66,152.44,84.85,1.92
358,pinawa,48,CA,1524872422,60,50.15,-95.88,47.95,7.96
359,ponta delgada,20,PT,1524870000,67,37.73,-25.67,57.2,5.82
360,russell,75,AR,1524870000,51,-33.01,-68.8,60.8,5.82
361,belaguntha,0,IN,1524872422,86,19.88,84.65,68.37,2.82
362,manokwari,36,ID,1524872422,99,-0.87,134.08,82.95,6.4
363,harnosand,12,SE,1524869400,92,62.63,17.94,32.0,2.24
364,panaba,92,MX,1524872423,87,21.28,-88.27,77.29,6.4
365,vanavara,24,RU,1524872423,68,60.35,102.28,31.65,5.84
366,qeshm,56,IR,1524870000,69,26.96,56.27,78.8,4.7
367,salinopolis,76,BR,1524872423,100,-0.61,-47.36,80.7,12.21
368,boende,32,CD,1524872423,88,-0.28,20.88,73.95,2.59
369,deputatskiy,56,RU,1524872423,95,69.3,139.9,22.75,3.94
370,dwarka,40,IN,1524870000,48,28.58,77.04,86.0,8.05
371,vila,75,IT,1524869700,100,45.18,8.4,59.0,2.24
372,lorengau,24,PG,1524872424,98,-2.02,147.27,84.85,5.39
373,requena,20,ES,1524870000,93,39.49,-1.1,62.6,6.93
374,kununurra,0,AU,1524870000,69,-15.77,128.74,73.4,2.24
375,nacala,0,MZ,1524872424,97,-14.56,40.69,80.17,9.64
376,del rio,1,US,1524869700,26,29.36,-100.9,80.6,5.82
377,jinka,64,ET,1524872424,97,5.79,36.57,60.45,1.7
378,petropavlovsk-kamchatskiy,75,RU,1524870000,55,53.05,158.65,35.6,6.71
379,chermoz,92,RU,1524872425,94,58.79,56.15,37.87,12.55
380,vila franca do campo,20,PT,1524870000,67,37.72,-25.43,57.2,5.82
381,rocha,64,UY,1524872425,97,-34.48,-54.34,65.5,5.28
382,tubuala,90,PA,1524870000,100,9.52,-79.03,75.2,4.7
383,santiago,0,CL,1524870000,37,-33.44,-70.65,69.8,4.7
384,innisfail,5,CA,1524870000,25,52.02,-113.95,73.4,21.92
385,kjollefjord,92,NO,1524872426,95,70.95,27.35,30.57,8.63
386,namtsy,68,RU,1524872426,63,62.72,129.66,34.62,4.72
387,ola,75,RU,1524870000,74,59.58,151.3,28.4,13.42
388,zuwarah,0,LY,1524872426,97,32.93,12.08,64.42,10.76
389,la rioja,0,AR,1524872427,70,-29.41,-66.86,72.7,1.25
390,presidencia roque saenz pena,12,AR,1524872427,69,-26.79,-60.44,77.47,8.41
391,tessalit,0,ML,1524872427,19,20.2,1.01,70.45,2.71
392,hualmay,36,PE,1524872427,84,-11.1,-77.61,68.2,5.06
393,katima mulilo,0,NA,1524872427,69,-17.5,24.28,56.4,2.82
394,sabha,92,LY,1524872427,16,27.03,14.43,84.75,6.51
395,ketchikan,1,US,1524869760,62,55.34,-131.65,62.6,11.41
396,ternate,20,PH,1524870000,58,14.29,120.72,86.0,4.7
397,roald,88,NO,1524869400,100,62.58,6.12,41.0,4.7
398,fairbanks,75,US,1524869880,31,64.84,-147.72,46.4,4.7
399,fomboni,0,KM,1524872428,100,-12.28,43.74,82.5,11.65
400,kurumkan,8,RU,1524872428,57,54.33,110.32,31.2,2.48
401,rantepao,80,ID,1524872428,100,-2.97,119.9,70.27,2.48
402,gubkinskiy,8,RU,1524872428,82,64.43,76.5,22.92,11.1
403,mapiri,76,BO,1524872428,100,-15.31,-68.22,55.87,2.15
404,bugiri,56,UG,1524872429,95,0.57,33.75,65.22,3.04
405,pingdingshan,0,CN,1524872429,72,33.74,113.3,70.99,8.63
406,payakumbuh,56,ID,1524872429,94,-0.23,100.63,72.87,2.26
407,alice springs,8,AU,1524870000,37,-23.7,133.88,69.8,6.93
408,kotdwara,0,IN,1524872429,83,29.75,78.53,56.5,2.37
409,bay roberts,75,CA,1524870000,87,47.58,-53.28,46.4,18.34
410,camacha,40,PT,1524870000,67,33.08,-16.33,62.6,13.87
411,toktogul,0,KG,1524872430,65,41.87,72.95,22.12,1.7
412,honningsvag,92,NO,1524872430,100,70.98,25.97,31.65,14.12
413,los llanos de aridane,0,ES,1524870000,68,28.66,-17.92,64.4,10.29
414,yingcheng,0,CN,1524870000,88,30.93,113.57,68.0,6.71
415,state college,40,US,1524869640,55,40.79,-77.86,62.6,5.82
416,kushiro,0,JP,1524870000,52,43.11,144.15,44.6,10.29
417,shaping,68,CN,1524872430,71,29.23,103.26,55.6,2.26
418,cidreira,88,BR,1524872431,86,-30.17,-50.22,71.8,6.62
419,cayenne,20,GF,1524871800,83,4.94,-52.33,80.6,3.36
420,alakurtti,8,RU,1524872431,85,66.96,30.34,23.37,2.37
421,nuevitas,20,CU,1524869460,74,21.55,-77.27,78.8,2.24
422,astoria,90,US,1524869700,87,46.19,-123.83,50.0,10.29
423,zhigansk,20,RU,1524872431,83,66.77,123.37,33.82,3.38
424,doctor arroyo,24,MX,1524872432,52,23.67,-100.18,70.17,6.4
425,cockburn town,68,TC,1524872432,97,21.46,-71.14,79.45,16.35
426,oxelosund,0,SE,1524869400,93,58.67,17.1,37.4,4.7
427,bowen,40,AU,1524870000,69,-20.01,148.25,77.0,13.87
428,pacific grove,1,US,1524869700,55,36.62,-121.92,68.0,12.75
429,marquette,75,US,1524869760,82,46.54,-87.4,33.8,13.87
430,muros,75,ES,1524870000,81,42.77,-9.06,46.4,3.36
431,pueblo bello,48,CO,1524872433,93,8.2,-76.53,81.79,2.37
432,monterey,1,US,1524869700,55,36.6,-121.89,68.0,12.75
433,longonjo,0,AO,1524872433,71,-12.91,15.25,54.25,1.81
434,hornepayne,0,CA,1524872433,54,49.22,-84.78,31.12,8.3
435,saryg-sep,80,RU,1524872433,77,51.49,95.55,32.92,3.15
436,vestmannaeyjar,92,IS,1524872433,93,63.44,-20.27,40.57,3.27
437,marysville,75,CA,1524870900,100,42.91,-82.49,55.4,16.11
438,emerald,0,AU,1524872434,60,-23.53,148.16,74.85,6.4
439,fort nelson,40,CA,1524870000,29,58.81,-122.69,66.2,4.7
440,kasane,0,BW,1524872434,65,-17.8,25.16,54.07,3.04
441,erzin,75,TR,1524869400,82,36.95,36.2,64.4,6.93
442,cabedelo,75,BR,1524870000,88,-6.97,-34.84,77.0,5.82
443,truth or consequences,1,US,1524869580,26,33.13,-107.25,73.4,16.11
444,sistranda,75,NO,1524869400,81,63.73,8.83,42.8,2.24
445,valdivia,24,CL,1524870000,93,-39.81,-73.25,46.4,2.71
446,ulladulla,90,AU,1524870600,100,-35.36,150.48,57.2,6.93
447,buzdyak,32,RU,1524872435,88,54.57,54.53,38.22,2.93
448,banda aceh,12,ID,1524872409,100,5.56,95.32,73.6,2.15
449,lyngdal,68,NO,1524869400,80,58.14,7.07,41.0,2.24
450,sabang,24,PH,1524872435,95,13.72,123.58,81.6,5.17
451,sioux lookout,20,CA,1524870000,30,50.1,-91.92,46.4,6.93
452,colonial heights,90,US,1524870900,82,37.26,-77.41,68.0,5.82
453,murray bridge,44,AU,1524872436,94,-35.12,139.28,59.2,4.38
454,salekhard,68,RU,1524872436,76,66.54,66.62,30.67,6.06
455,isiro,80,CD,1524872436,95,2.77,27.62,69.0,2.15
456,esparta,40,HN,1524870000,70,15.74,-87.18,87.8,2.15
457,suba,76,CN,1524872437,57,28.73,103.51,64.05,2.71
458,haines junction,0,CA,1524872437,46,60.75,-137.51,34.9,3.15
459,hambantota,44,LK,1524872437,100,6.12,81.12,80.97,3.38
460,broome,92,GB,1524870660,93,52.47,1.45,48.2,5.82
461,carutapera,88,BR,1524872437,85,-1.2,-46.02,80.7,8.19
462,ilhabela,24,BR,1524872437,100,-23.78,-45.36,74.95,14.12
463,huaiyin,0,CN,1524872437,64,33.59,119.02,63.97,7.4
464,mayumba,80,GA,1524872437,96,-3.44,10.65,80.8,8.41
465,atambua,0,ID,1524872438,95,-9.11,124.89,80.97,8.97
466,timra,12,SE,1524869400,92,62.49,17.33,32.0,2.24
467,la asuncion,64,EC,1524872438,100,-1.64,-78.74,47.4,1.36
468,solnechnyy,0,RU,1524872438,57,50.72,136.64,43.45,3.6
469,pimentel,68,BR,1524872438,97,-3.7,-45.5,75.04,2.82
470,itoman,20,JP,1524870000,64,26.12,127.67,71.6,8.05
471,talnakh,92,RU,1524872439,90,69.49,88.39,16.72,6.96
472,niamey,8,NE,1524870000,43,13.52,2.11,87.8,17.22
473,palmer,0,AU,1524871800,55,-34.85,139.16,62.6,11.41
474,vranov,40,CZ,1524870000,81,49.76,13.04,46.4,8.19
475,northam,20,GB,1524869400,87,51.04,-4.21,46.4,6.93
476,zinder,12,NE,1524872439,50,13.81,8.99,73.87,4.94
477,port keats,0,AU,1524872440,68,-14.25,129.55,81.97,7.96
478,pachino,80,IT,1524872380,92,36.72,15.09,64.87,17.36
479,puerto escondido,75,MX,1524868800,70,15.86,-97.07,86.0,6.93
480,port hardy,20,CA,1524870000,67,50.7,-127.42,59.0,9.17
481,riyadh,75,SA,1524870000,60,24.63,46.72,73.4,12.75
482,minuri,48,PH,1524872440,96,16.54,121.86,76.39,3.94
483,the valley,20,AI,1524870000,74,18.22,-63.06,78.8,14.99
484,vao,20,EE,1524872440,89,59.1,26.19,39.3,7.63
485,yen bai,92,VN,1524872441,100,21.7,104.87,70.0,3.38
486,changde,0,CN,1524872441,90,29.04,111.68,68.02,3.15
487,chaihe,56,CN,1524872441,50,44.77,129.68,57.94,2.26
488,husavik,0,CA,1524872441,68,50.56,-96.99,46.5,9.64
489,bereda,40,ES,1524870000,76,43.27,-7.54,50.0,2.24
490,elko,1,US,1524869760,12,40.83,-115.76,82.4,20.8
491,gotsu,0,JP,1524870000,81,35.01,132.22,53.6,4.7
492,karagay,68,RU,1524872442,93,58.27,54.93,40.57,13.44
493,broken hill,0,AU,1524872442,62,-31.97,141.45,59.82,4.72
494,minas,90,UY,1524870000,88,-34.38,-55.24,69.8,11.41
495,qasigiannguit,80,GL,1524869400,64,68.82,-51.19,35.6,9.17
496,verkhoyansk,36,RU,1524872442,75,67.55,133.39,32.55,3.71
497,loukhi,36,RU,1524872442,89,66.08,33.04,26.52,3.83
498,sayyan,0,YE,1524872442,89,15.17,44.32,46.87,1.36
499,fare,12,PF,1524872443,100,-16.7,-151.02,81.25,8.08
500,tateyama,75,JP,1524870000,82,36.66,137.31,55.4,2.24
501,ayna,0,ES,1524870000,67,38.55,-2.07,59.0,6.93
502,reda,0,PL,1524870000,61,54.6,18.35,48.2,3.36
503,rio claro,48,BR,1524872443,55,-22.41,-47.56,75.57,6.62
504,kamenica,0,SI,1524870000,93,46.0,15.2,53.6,1.81
505,concord,1,US,1524869760,42,37.98,-122.03,69.8,14.99
506,vanderhoof,32,CA,1524872444,56,54.02,-124.02,65.5,2.59
507,mazagao,0,BR,1524870000,100,-0.12,-51.29,80.6,2.24
508,la seyne-sur-mer,0,FR,1524870000,87,43.1,5.88,59.0,2.24
509,aleksandrov gay,0,RU,1524872444,63,50.14,48.57,56.22,11.43
510,tam ky,40,VN,1524871800,88,15.57,108.48,80.6,5.28
511,jiuquan,0,CN,1524872445,46,39.73,98.49,41.37,5.73
512,kisanga,0,CD,1524872445,80,-11.72,27.4,54.79,5.17
513,avera,1,US,1524869700,49,33.19,-82.53,73.4,3.36
514,illapel,0,CL,1524872190,97,-31.63,-71.17,52.8,3.38
515,masterton,92,NZ,1524872387,68,-40.95,175.66,61.8,11.77
516,yenagoa,100,NG,1524872445,92,4.92,6.26,77.02,5.06
517,praya,20,ID,1524871800,88,-8.71,116.27,77.0,9.75
518,two rivers,90,US,1524869760,65,44.15,-87.57,46.4,6.93
519,smithers,20,CA,1524870000,61,54.78,-127.17,71.6,6.93
520,arlit,76,NE,1524872446,23,18.74,7.39,83.22,3.6
521,saint-augustin,0,FR,1524870000,81,44.83,-0.61,51.8,3.36
522,matadi,24,CD,1524872446,100,-5.83,13.46,73.6,2.71
523,benavente,20,PT,1524870000,81,38.98,-8.82,53.6,3.36
524,sisimiut,76,GL,1524872446,95,66.94,-53.67,28.32,3.04
525,severnoye,76,RU,1524872447,87,54.09,52.54,39.22,3.71
526,manuk mangkaw,0,PH,1524872447,98,4.8,119.85,84.67,3.27
527,perumpavur,75,IN,1524871800,94,10.13,76.48,80.6,5.39
528,seguela,56,CI,1524872447,97,7.96,-6.67,71.89,8.19
529,phuket,20,TH,1524871800,94,7.89,98.4,77.0,10.42
530,matara,36,PE,1524872447,97,-13.74,-72.9,44.07,2.26
531,gwadar,0,PK,1524872447,97,25.12,62.33,77.55,5.17
532,lithakia,20,GR,1524869400,67,37.72,20.83,60.8,7.85
533,maracanau,20,BR,1524870000,83,-3.88,-38.63,82.4,9.17
534,grindavik,75,IS,1524870000,86,63.84,-22.43,41.0,11.41
535,rudarpur,0,IN,1524872448,56,26.64,83.25,76.39,10.42
